,artist,duration,number,orig_ds,orig_fname,title,id
0,james_brown,150.91,3.0,Billboard,0003\salami_chords.txt,i_don't_mind,0
1,roberta_flack_and_donny_hathaway,206.54,4.0,Billboard,0004\salami_chords.txt,you've_got_a_friend,1
2,bette_midler,220.69,6.0,Billboard,0006\salami_chords.txt,the_rose,2
3,billy_joel,318.16,10.0,Billboard,0010\salami_chords.txt,an_innocent_man,3
4,johnny_lee,212.04,12.0,Billboard,0012\salami_chords.txt,lookin'_for_love,4
5,aerosmith,206.32,15.0,Billboard,0015\salami_chords.txt,last_child,5
6,cyndi_lauper,228.84,16.0,Billboard,0016\salami_chords.txt,she_bop,6
7,hall_and_oates,231.34,18.0,Billboard,0018\salami_chords.txt,kiss_on_my_list,7
8,tanya_tucker,177.82,19.0,Billboard,0019\salami_chords.txt,here's_some_love,8
9,the_j._geils_band,207.99,21.0,Billboard,0021\salami_chords.txt,just_can't_wait,9
10,the_5th_dimension,237.84,22.0,Billboard,0022\salami_chords.txt,never_my_love,10
11,talking_heads,219.25,23.0,Billboard,0023\salami_chords.txt,and_she_was,11
12,graham_nash,241.08,25.0,Billboard,0025\salami_chords.txt,chicago,12
13,chiffons,148.39,26.0,Billboard,0026\salami_chords.txt,swing_talkin'_guy,13
14,bad_company,199.68,27.0,Billboard,0027\salami_chords.txt,rock_'n'_roll_fantasy,14
15,steve_miller_band,219.04,29.0,Billboard,0029\salami_chords.txt,the_joker,15
16,r_dean_tayloy,190.52,30.0,Billboard,0030\salami_chords.txt,indiana_wants_me,16
17,heart,291.51,33.0,Billboard,0033\salami_chords.txt,crazy_on_you,17
18,if_i_can't_have_you,180.09,34.0,Billboard,0034\salami_chords.txt,yvonne_elliman,18
19,freedom,263.37,35.0,Billboard,0035\salami_chords.txt,jimi_hendrix,19
20,flatt_and_scruggs,161.72,37.0,Billboard,0037\salami_chords.txt,foggy_mountain_breakdown,20
21,rolling_stones,307.17,39.0,Billboard,0039\salami_chords.txt,it's_only_rock_and_roll_(but_i_like_it),21
22,snap,220.89,40.0,Billboard,0040\salami_chords.txt,the_power,22
23,five_man_electrical_band,142.47,41.0,Billboard,0041\salami_chords.txt,absolutely_right,23
24,phil_collins,204.75,43.0,Billboard,0043\salami_chords.txt,two_hearts,24
25,the_power_station,305.84,44.0,Billboard,0044\salami_chords.txt,some_like_it_hot,25
26,the_staple_singers,194.75,46.0,Billboard,0046\salami_chords.txt,i'll_take_you_there,26
27,barbara_streisand,220.58,49.0,Billboard,0049\salami_chords.txt,people,27
28,beatles,142.81,50.0,Billboard,0050\salami_chords.txt,love_me_do,28
29,cliff_richard,225.41,51.0,Billboard,0051\salami_chords.txt,carrie,29
30,led_zeppelin,307.64,53.0,Billboard,0053\salami_chords.txt,over_the_hills_and_far_away,30
31,j._frank_wilson_and_the_cavaliers,147.7,54.0,Billboard,0054\salami_chords.txt,last_kiss,31
32,the_robert_cray_band,240.8,55.0,Billboard,0055\salami_chords.txt,smoking_gun,32
33,bobbi_martin,176.1,56.0,Billboard,0056\salami_chords.txt,i_love_you_so,33
34,peggy_lee,264.07,59.0,Billboard,0059\salami_chords.txt,is_that_all_there_is,34
35,creedence_clearwater_revival,254.28,61.0,Billboard,0061\salami_chords.txt,i_put_a_spell_on_you,35
36,gino_vanelli,222.69,62.0,Billboard,0062\salami_chords.txt,hurts_to_be_in_love,36
37,roy_orbison,173.35,64.0,Billboard,0064\salami_chords.txt,cry_softly_lonely_one,37
38,the_contours,174.37,66.0,Billboard,0066\salami_chords.txt,do_you_love_me,38
39,little_joey_and_the_flips,137.25,67.0,Billboard,0067\salami_chords.txt,bongo_stomp,39
40,gino_vannelli,189.57,68.0,Billboard,0068\salami_chords.txt,black_cars,40
41,sly_and_the_family_stone,158.28,70.0,Billboard,0070\salami_chords.txt,hot_fun_in_the_summertime,41
42,meatloaf,570.8,71.0,Billboard,0071\salami_chords.txt,paradise_by_the_dashboard_light,42
43,the_youngbloods,276.77,72.0,Billboard,0072\salami_chords.txt,get_together,43
44,martha_reeves_and_the_vandellas,178.78,74.0,Billboard,0074\salami_chords.txt,nowhere_to_run,44
45,foghat,271.36,75.0,Billboard,0075\salami_chords.txt,drivin'_wheel,45
46,little_river_band,211.58,77.0,Billboard,0077\salami_chords.txt,reminiscing,46
47,the_boys,265.46,78.0,Billboard,0078\salami_chords.txt,dial_my_heart,47
48,james_brown,171.94,79.0,Billboard,0079\salami_chords.txt,cold_sweat_-_part_1,48
49,paul_simon,280.61,81.0,Billboard,0081\salami_chords.txt,you_can_call_me_al,49
50,ub40,321.02,83.0,Billboard,0083\salami_chords.txt,red_red_wine,50
51,michael_jackson,253.59,85.0,Billboard,0085\salami_chords.txt,i_just_can't_stop_loving_you,51
52,david_bowie,315.14,86.0,Billboard,0086\salami_chords.txt,space_oddity,52
53,nitty_gritty_dirt_band,143.05,88.0,Billboard,0088\salami_chords.txt,buy_for_me_the_rain,53
54,pat_benetar,200.18,89.0,Billboard,0089\salami_chords.txt,fire_and_ice,54
55,spandau_ballet,343.12,91.0,Billboard,0091\salami_chords.txt,true,55
56,peter_gabriel,239.05,92.0,Billboard,0092\salami_chords.txt,shock_the_monkey,56
57,rolling_stones,344.14,94.0,Billboard,0094\salami_chords.txt,wild_horses,57
58,boyz_ii_men,234.24,97.0,Billboard,0097\salami_chords.txt,motown_philly,58
59,bananarama,248.82,99.0,Billboard,0099\salami_chords.txt,a_trick_of_the_night,59
60,rod_stewart,350.2,100.0,Billboard,0100\salami_chords.txt,maggie_may,60
61,dottie_west,182.99,101.0,Billboard,0101\salami_chords.txt,a_lesson_in_leavin,61
62,ray_price,230.43,102.0,Billboard,0102\salami_chords.txt,for_the_good_times,62
63,little_river_band,273.76,104.0,Billboard,0104\salami_chords.txt,we_two,63
64,rush,297.51,105.0,Billboard,0105\salami_chords.txt,the_spirit_of_radio,64
65,bread,155.51,106.0,Billboard,0106\salami_chords.txt,if,65
66,lynyrd_skynyrd,283.53,107.0,Billboard,0107\salami_chords.txt,sweet_home_alabama,66
67,the_tee_set,196.91,109.0,Billboard,0109\salami_chords.txt,ma_belle_amie,67
68,the_byrds,215.14,111.0,Billboard,0111\salami_chords.txt,eight_miles_high,68
69,gladys_knight_and_the_pips,165.69,112.0,Billboard,0112\salami_chords.txt,letter_full_of_tears,69
70,cream,253.24,114.0,Billboard,0114\salami_chords.txt,sunshine_of_your_love,70
71,chuck_berry,142.47,115.0,Billboard,0115\salami_chords.txt,sweet_little_rock_n'_roll,71
72,eric_clapton,302.16,116.0,Billboard,0116\salami_chords.txt,let_it_rain,72
73,"david_ruffin,_jimmy_ruffin",228.7,119.0,Billboard,0119\salami_chords.txt,stand_by_me,73
74,the_ronettes,159.01,120.0,Billboard,0120\salami_chords.txt,be_my_baby,74
75,freddie_jackson,276.85,122.0,Billboard,0122\salami_chords.txt,have_you_ever_loved_somebody,75
76,bing_crosby,161.91,123.0,Billboard,0123\salami_chords.txt,silent_night,76
77,eric_clapton,181.19,124.0,Billboard,0124\salami_chords.txt,promises,77
78,blue_eyes_cryin',140.56,126.0,Billboard,0126\salami_chords.txt,willie_nelson,78
79,etta_james,173.71,127.0,Billboard,0127\salami_chords.txt,stop_the_wedding,79
80,looking_glass,187.98,128.0,Billboard,0128\salami_chords.txt,brandy,80
81,the_rolling_stones,227.57,130.0,Billboard,0130\salami_chords.txt,tumbling_dice,81
82,ronnie_milsap,216.24,131.0,Billboard,0131\salami_chords.txt,i_wouldn't_have_missed_it_for_the_world,82
83,bobby_bare,167.84,133.0,Billboard,0133\salami_chords.txt,detroit_city,83
84,electric_prunes,179.98,134.0,Billboard,0134\salami_chords.txt,i_had_too_much_to_dream,84
85,ub40,183.28,139.0,Billboard,0139\salami_chords.txt,the_way_you_do_the_things_you_do,85
86,zz_top,234.03,140.0,Billboard,0140\salami_chords.txt,la_grange,86
87,dion,163.37,145.0,Billboard,0145\salami_chords.txt,runaround_sue,87
88,the_string-a-longs,124.08,147.0,Billboard,0147\salami_chords.txt,wheels,88
89,the_police,178.93,148.0,Billboard,0148\salami_chords.txt,spirits_in_the_material_world,89
90,randy_vanwarmer,243.51,149.0,Billboard,0149\salami_chords.txt,just_when_i_needed_you_most,90
91,tina_turner,229.05,150.0,Billboard,0150\salami_chords.txt,what's_love_got_to_do_with_it,91
92,the_everly_brothers,138.95,153.0,Billboard,0153\salami_chords.txt,walk_right_back,92
93,robert_john,190.28,154.0,Billboard,0154\salami_chords.txt,lonely_eyes,93
94,eric_clapton,191.9,155.0,Billboard,0155\salami_chords.txt,forever_man,94
95,santo_and_johnny,143.21,157.0,Billboard,0157\salami_chords.txt,sleep_walk,95
96,level_42,227.27,158.0,Billboard,0158\salami_chords.txt,something_about_you,96
97,elvis_presley,152.03,159.0,Billboard,0159\salami_chords.txt,little_sister,97
98,solomon_burke,153.08,160.0,Billboard,0160\salami_chords.txt,if_you_need_me,98
99,brenda_lee,145.76,162.0,Billboard,0162\salami_chords.txt,sweet_nothin's,99
100,melba_montgomery,194.12,167.0,Billboard,0167\salami_chords.txt,no_charge,100
101,san_franciscan_nights,200.65,168.0,Billboard,0168\salami_chords.txt,the_animals,101
102,sea_of_heartbreak,154.45,169.0,Billboard,0169\salami_chords.txt,don_gibson,102
103,twilight_zone,280.4,170.0,Billboard,0170\salami_chords.txt,golden_earring,103
104,25_or_6_to_4,290.02,176.0,Billboard,0176\salami_chords.txt,chicago,104
105,nathalie_cole,261.28,177.0,Billboard,0177\salami_chords.txt,i've_got_love_on_my_mind,105
106,bo_diddley,190.77,179.0,Billboard,0179\salami_chords.txt,you_can't_judge_a_book_by_the_cover,106
107,beautiful,202.66,180.0,Billboard,0180\salami_chords.txt,gordon_lightfoot,107
108,always_something_there_to_remind_me,220.87,181.0,Billboard,0181\salami_chords.txt,naked_eyes,108
109,john_denver,181.51,182.0,Billboard,0182\salami_chords.txt,annie's_song,109
110,abba,324.68,183.0,Billboard,0183\salami_chords.txt,chiquitita,110
111,pet_shop_boys,235.18,184.0,Billboard,0184\salami_chords.txt,always_on_my_mind,111
112,jimmy_clanton,152.31,185.0,Billboard,0185\salami_chords.txt,just_a_dream,112
113,little_river_band,242.31,187.0,Billboard,0187\salami_chords.txt,help_is_on_the_way,113
114,cheap_trick,223.71,188.0,Billboard,0188\salami_chords.txt,i_want_you_to_want_me,114
115,gloria_gaynor,178.05,190.0,Billboard,0190\salami_chords.txt,never_can_say_goodbye,115
116,the_rascals,181.68,191.0,Billboard,0191\salami_chords.txt,people_got_to_be_free,116
117,dinah_washington,164.05,192.0,Billboard,0192\salami_chords.txt,unforgettable,117
118,andy_gibb,273.71,193.0,Billboard,0193\salami_chords.txt,shadow_dancing,118
119,eric_clapton,702.28,194.0,Billboard,0194\salami_chords.txt,willie_and_the_hand_jive,119
120,alice_cooper,261.28,195.0,Billboard,0195\salami_chords.txt,schoool's_out,120
121,paul_anka,141.92,196.0,Billboard,0196\salami_chords.txt,love_me_warm_and_tender,121
122,chicago,228.75,198.0,Billboard,0198\salami_chords.txt,along_comes_a_woman,122
123,anne_murray,303.33,199.0,Billboard,0199\salami_chords.txt,could_i_have_this_dance,123
124,the_o'jays,179.67,202.0,Billboard,0202\salami_chords.txt,love_train,124
125,jimmy_cliff,190.85,203.0,Billboard,0203\salami_chords.txt,"wonderful_world,_beautiful_people",125
126,ike_and_tina_turner,173.01,204.0,Billboard,0204\salami_chords.txt,i_want_to_take_you_higher,126
127,billy_joel,280.87,205.0,Billboard,0205\salami_chords.txt,pressure,127
128,paul_mccartney,233.4,206.0,Billboard,0206\salami_chords.txt,maybe_i'm_amazed,128
129,steve_winwood,262.7,207.0,Billboard,0207\salami_chords.txt,back_in_the_high_life_again,129
130,chicago,181.55,208.0,Billboard,0208\salami_chords.txt,another_rainy_day_in_new_york_city,130
131,the_eagles,255.5,209.0,Billboard,0209\salami_chords.txt,already_gone,131
132,tom_jones,149.6,210.0,Billboard,0210\salami_chords.txt,she's_a_lady,132
133,ike_and_tina_turner,183.8,212.0,Billboard,0212\salami_chords.txt,it's_gonna_work_out_fine,133
134,mel_torme,164.31,213.0,Billboard,0213\salami_chords.txt,comin'_home_baby,134
135,ray_charles,204.77,214.0,Billboard,0214\salami_chords.txt,the_right_time,135
136,heart,328.54,215.0,Billboard,0215\salami_chords.txt,magic_man,136
137,isaac_hayes,199.92,216.0,Billboard,0216\salami_chords.txt,do_your_thing,137
138,rick_springfield,196.5,217.0,Billboard,0217\salami_chords.txt,jessie's_girl,138
139,abba,255.56,218.0,Billboard,0218\salami_chords.txt,fernando,139
140,nat_king_cole,168.98,220.0,Billboard,0220\salami_chords.txt,ramblin'_rose,140
141,roberta_flack,177.45,221.0,Billboard,0221\salami_chords.txt,feel_like_making_love,141
142,elvis_presley,218.44,222.0,Billboard,0222\salami_chords.txt,for_ol'_times_sake,142
143,michael_jackson,362.45,223.0,Billboard,0223\salami_chords.txt,wanna_be_startin'_somethin',143
144,glen_campbell,162.04,224.0,Billboard,0224\salami_chords.txt,galveston,144
145,pat_benatar,288.1,227.0,Billboard,0227\salami_chords.txt,promises_in_the_dark,145
146,the_beach_boys,216.29,228.0,Billboard,0228\salami_chords.txt,still_cruisin,146
147,the_rolling_stones,182.28,229.0,Billboard,0229\salami_chords.txt,honky_tonk_women,147
148,abba,243.67,231.0,Billboard,0231\salami_chords.txt,"knowing_me,_knowing_you",148
149,the_band,235.08,234.0,Billboard,0234\salami_chords.txt,life_is_a_carnival,149
150,john_denver,286.48,235.0,Billboard,0235\salami_chords.txt,back_home_again,150
151,genesis,533.6,236.0,Billboard,0236\salami_chords.txt,"tonight,_tonight,_tonight",151
152,kenny_rogers,220.42,238.0,Billboard,0238\salami_chords.txt,you_decorated_my_life,152
153,the_beach_boys,199.24,239.0,Billboard,0239\salami_chords.txt,sail_on_sailor,153
154,billy_joel,290.8,240.0,Billboard,0240\salami_chords.txt,just_the_way_you_are,154
155,bing_crosby,181.98,241.0,Billboard,0241\salami_chords.txt,white_christmas,155
156,stevie_b,262.27,242.0,Billboard,0242\salami_chords.txt,because_i_love_you,156
157,the_rolling_stones,153.86,244.0,Billboard,0244\salami_chords.txt,"have_you_seen_your_mother,_baby,_standing_in_the_shadow?",157
158,john_denver,159.76,245.0,Billboard,0245\salami_chords.txt,it_amazes_me,158
159,glen_campbell,195.34,246.0,Billboard,0246\salami_chords.txt,rhinestone_cowboy,159
160,ten_years_after,224.91,248.0,Billboard,0248\salami_chords.txt,i'd_love_to_change_the_world,160
161,bob_seger,194.82,249.0,Billboard,0249\salami_chords.txt,old_time_rock_and_roll,161
162,jimmy_jones,122.44,250.0,Billboard,0250\salami_chords.txt,handy_man,162
163,brother_jack_mcduff,214.27,251.0,Billboard,0251\salami_chords.txt,theme_from_electric_surfboard,163
164,dion,165.77,253.0,Billboard,0253\salami_chords.txt,love_came_to_me,164
165,simple_minds,299.18,254.0,Billboard,0254\salami_chords.txt,sanctify_yourself,165
166,brownsville_station,178.89,256.0,Billboard,0256\salami_chords.txt,smokin'_in_the_boys_room,166
167,max_frost_and_the_troopers,114.16,257.0,Billboard,0257\salami_chords.txt,shape_of_things_to_come,167
168,firehouse,322.69,258.0,Billboard,0258\salami_chords.txt,don_t_treat_me_bad,168
169,patrick_hernandez,215.01,259.0,Billboard,0259\salami_chords.txt,born_to_be_alive,169
170,iron_butterfly,174.48,261.0,Billboard,0261\salami_chords.txt,in-a-gadda-da-vida,170
171,wednesday,156.08,263.0,Billboard,0263\salami_chords.txt,last_kiss,171
172,rolling_stones,228.02,264.0,Billboard,0264\salami_chords.txt,dandelion,172
173,the_5th_dimension,192.39,265.0,Billboard,0265\salami_chords.txt,(last_night)_i_didn't_get_to_sleep_at_all,173
174,johnny_tillotson,150.23,267.0,Billboard,0267\salami_chords.txt,worried_guy,174
175,reo_speedwagon,213.13,268.0,Billboard,0268\salami_chords.txt,time_for_me_to_fly,175
176,pink_floyd,405.94,269.0,Billboard,0269\salami_chords.txt,money,176
177,the_beach_boys,134.88,270.0,Billboard,0270\salami_chords.txt,in_my_room,177
178,robert_palmer,264.93,271.0,Billboard,0271\salami_chords.txt,addicted_to_love,178
179,clarence_carter,192.98,276.0,Billboard,0276\salami_chords.txt,patches,179
180,rolling_stones,274.08,278.0,Billboard,0278\salami_chords.txt,waiting_on_a_friend,180
181,marvin_gaye_and_kim_weston,180.11,280.0,Billboard,0280\salami_chords.txt,it_takes_two,181
182,heart,235.39,281.0,Billboard,0281\salami_chords.txt,there's_the_girl,182
183,bob_dylan,325.75,282.0,Billboard,0282\salami_chords.txt,gotta_serve_somebody,183
184,nancy_sinatra,154.17,284.0,Billboard,0284\salami_chords.txt,these_boots_are_made_for_walkin',184
185,brenda_lee,157.68,288.0,Billboard,0288\salami_chords.txt,as_usual,185
186,elvis_presley,176.88,289.0,Billboard,0289\salami_chords.txt,guitar_man,186
187,the_hollies,260.6,290.0,Billboard,0290\salami_chords.txt,long_dark_road,187
188,rita_coolidge,218.82,291.0,Billboard,0291\salami_chords.txt,the_way_you_do_the_things_you_do,188
189,the_police,261.24,293.0,Billboard,0293\salami_chords.txt,every_little_thing_she_does_is_magic,189
190,jerry_jeff_walker,234.45,294.0,Billboard,0294\salami_chords.txt,mr._bojangles,190
191,eagles,380.71,296.0,Billboard,0296\salami_chords.txt,lyin'_eyes,191
192,bobby_womack,216.37,297.0,Billboard,0297\salami_chords.txt,that's_the_way_i_feel_about_cha,192
193,whitesnake,278.31,300.0,Billboard,0300\salami_chords.txt,here_i_go_again,193
194,the_beatles,119.38,302.0,Billboard,0302\salami_chords.txt,do_you_want_to_know_a_secret,194
195,juice_newton,243.41,303.0,Billboard,0303\salami_chords.txt,break_it_to_me_gently,195
196,digital_underground,388.16,304.0,Billboard,0304\salami_chords.txt,the_humpty_dance,196
197,village_people,226.25,306.0,Billboard,0306\salami_chords.txt,in_the_navy,197
198,smokey_robinson,270.03,307.0,Billboard,0307\salami_chords.txt,cruisin',198
199,roger_miller,112.28,308.0,Billboard,0308\salami_chords.txt,you_can't_roller_skate_in_a_buffalo_herd,199
200,cyndi_lauper,269.84,309.0,Billboard,0309\salami_chords.txt,all_through_the_night,200
201,little_river_band,169.25,310.0,Billboard,0310\salami_chords.txt,the_other_guy,201
202,anne_murray,147.17,312.0,Billboard,0312\salami_chords.txt,daydream_believer,202
203,james_brown,168.78,314.0,Billboard,0314\salami_chords.txt,i_got_you_(i_feel_good),203
204,redbone,214.34,315.0,Billboard,0315\salami_chords.txt,come_and_get_your_love,204
205,cheap_trick,231.31,317.0,Billboard,0317\salami_chords.txt,dream_police,205
206,marvin_gaye,238.89,319.0,Billboard,0319\salami_chords.txt,i_want_you,206
207,the_supremes,155.12,320.0,Billboard,0320\salami_chords.txt,floy_joy,207
208,the_everly_brothers,137.46,322.0,Billboard,0322\salami_chords.txt,bird_dog,208
209,linda_ronstadt,124.92,324.0,Billboard,0324\salami_chords.txt,when_will_i_be_loved,209
210,paul_anka,201.46,325.0,Billboard,0325\salami_chords.txt,let_me_get_to_know_you,210
211,elvis_presley,200.59,326.0,Billboard,0326\salami_chords.txt,my_boy,211
212,the_fifth_dimension,145.01,330.0,Billboard,0330\salami_chords.txt,where_do_you_wanna_go,212
213,kool_and_the_gang,186.2,331.0,Billboard,0331\salami_chords.txt,jungle_boogie,213
214,rockwell,241.66,334.0,Billboard,0334\salami_chords.txt,somebody_s_watching_me,214
215,rita_coolidge,242.91,336.0,Billboard,0336\salami_chords.txt,your_love_has_lifted_me_higher,215
216,kenny_rogers,285.68,338.0,Billboard,0338\salami_chords.txt,through_the_years,216
217,urban_dance_squad,274.05,339.0,Billboard,0339\salami_chords.txt,deeper_shade_of_soul,217
218,the_commodores,264.33,341.0,Billboard,0341\salami_chords.txt,easy,218
219,gladys_night_and_the_pips,194.22,343.0,Billboard,0343\salami_chords.txt,if_i_were_your_woman,219
220,the_rolling_stones,207.84,345.0,Billboard,0345\salami_chords.txt,doo_doo_doo_doo_doo,220
221,freddy_fender,155.9,346.0,Billboard,0346\salami_chords.txt,living_it_down,221
222,glen_campbell,172.04,347.0,Billboard,0347\salami_chords.txt,sunflower,222
223,tina_turner,329.3,348.0,Billboard,0348\salami_chords.txt,the_best,223
224,bachman-turner_overdrive,240.25,351.0,Billboard,0351\salami_chords.txt,roll_on_down_the_highway,224
225,marky_mark_and_the_funky_bunch,269.56,352.0,Billboard,0352\salami_chords.txt,good_vibrations,225
226,sammy_hagar,249.97,353.0,Billboard,0353\salami_chords.txt,i_can't_drive_55,226
227,elton_john,323.35,354.0,Billboard,0354\salami_chords.txt,philadelphia_freedom,227
228,johnny_tillotson,138.24,355.0,Billboard,0355\salami_chords.txt,"i_rise,_i_fall",228
229,brenda_lee,148.24,356.0,Billboard,0356\salami_chords.txt,dum_dum,229
230,donna_fargo,146.99,358.0,Billboard,0358\salami_chords.txt,superman,230
231,the_cure,212.17,359.0,Billboard,0359\salami_chords.txt,just_like_heaven,231
232,george_harrison,254.12,361.0,Billboard,0361\salami_chords.txt,this_song,232
233,santana,238.28,364.0,Billboard,0364\salami_chords.txt,evil_ways,233
234,chicago,253.91,366.0,Billboard,0366\salami_chords.txt,feelin'_stronger_every_day,234
235,alan_o'day,213.19,367.0,Billboard,0367\salami_chords.txt,undercover_angel,235
236,the_buckinghams,130.25,369.0,Billboard,0369\salami_chords.txt,kind_of_a_drag,236
237,neneh_cherry,237.4,370.0,Billboard,0370\salami_chords.txt,kisses_on_the_wind,237
238,brenda_lee,155.3,371.0,Billboard,0371\salami_chords.txt,losing_you,238
239,kenny_rogers,238.47,372.0,Billboard,0372\salami_chords.txt,scarlet_fever,239
240,ann_peebles,153.91,377.0,Billboard,0377\salami_chords.txt,i_can't_stand_the_rain,240
241,gladys_knight_and_the_pips,227.37,380.0,Billboard,0380\salami_chords.txt,best_thing_that_ever_happened_to_me,241
242,focus,206.73,381.0,Billboard,0381\salami_chords.txt,hocus_pocus,242
243,pet_shop_boys,272.54,382.0,Billboard,0382\salami_chords.txt,where_the_streets_have_no_names,243
244,donovan,279.85,383.0,Billboard,0383\salami_chords.txt,sunshine_superman,244
245,sting,255.84,384.0,Billboard,0384\salami_chords.txt,if_you_love_somebody_set_them_free,245
246,wilson_phillips,221.36,385.0,Billboard,0385\salami_chords.txt,hold_on,246
247,elvis_presley,166.22,386.0,Billboard,0386\salami_chords.txt,i_really_don't_want_to_know,247
248,rolling_stones,178.78,387.0,Billboard,0387\salami_chords.txt,time_is_on_my_side,248
249,general_public,217.31,389.0,Billboard,0389\salami_chords.txt,tenderness,249
250,candi_staton,221.94,390.0,Billboard,0390\salami_chords.txt,young_hearts_run_free,250
251,the_isley_brothers,218.25,391.0,Billboard,0391\salami_chords.txt,it's_your_thing,251
252,genesis,194.87,393.0,Billboard,0393\salami_chords.txt,misunderstanding,252
253,jackson_browne,217.48,395.0,Billboard,0395\salami_chords.txt,here_come_those_tears_again,253
254,peggy_lee,202.77,396.0,Billboard,0396\salami_chords.txt,fever,254
